Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"click(findTestObject(""Add Employee/a_Print""))",Edge Chromium 116,,,2023-09-06 09:00:27,2023-09-06 09:00:27,0.571s,PASSED
,,,,,,,
Test Cases/M08 - Employees - List and Add Employees/M08 - Employees - List and Add Employees - 020,Edge Chromium 116,,,2023-09-06 09:00:27,2023-09-06 09:00:38,10.802s,PASSED
"callTestCase(findTestCase(""M05 - Employees - Edit Employees - Experience/M05 - Employees - Edit Employees - Experience - 002""), [:], STOP_ON_FAILURE)",Edge Chromium 116,,,2023-09-06 09:00:28,2023-09-06 09:00:38,10.029s,PASSED
"click(findTestObject(""Add Employee/a_Copy""))",Edge Chromium 116,,,2023-09-06 09:00:38,2023-09-06 09:00:38,0.415s,PASSED
,,,,,,,
Test Cases/M08 - Employees - List and Add Employees/M08 - Employees - List and Add Employees - 021,Edge Chromium 116,,,2023-09-06 09:00:38,2023-09-06 09:01:05,26.903s,PASSED
"callTestCase(findTestCase(""M08 - Employees - List and Add Employees/M08 - Employees - List and Add Employees - 003""), [:], STOP_ON_FAILURE)",Edge Chromium 116,,,2023-09-06 09:00:39,2023-09-06 09:00:50,11.700s,PASSED
"setText(findTestObject(""Add Employee/input_first_name""), """")",Edge Chromium 116,,,2023-09-06 09:00:50,2023-09-06 09:00:51,0.756s,PASSED
"setText(findTestObject(""Add Employee/input_last_name""), ""Venezuela"")",Edge Chromium 116,,,2023-09-06 09:00:51,2023-09-06 09:00:52,0.768s,PASSED
"setText(findTestObject(""Spy Add Employee/input_Employee Code_eid""), ""12345"")",Edge Chromium 116,,,2023-09-06 09:00:52,2023-09-06 09:00:53,0.861s,PASSED
"selectOptionByValue(findTestObject(""Spy Add Employee/select_department""), ""3"", false)",Edge Chromium 116,,,2023-09-06 09:00:53,2023-09-06 09:00:54,0.994s,PASSED
"selectOptionByValue(findTestObject(""Spy Add Employee/select_designation""), ""5"", false)",Edge Chromium 116,,,2023-09-06 09:00:54,2023-09-06 09:00:55,0.908s,PASSED
"selectOptionByValue(findTestObject(""Spy Add Employee/select_role""), ""EMPLOYEE"", false)",Edge Chromium 116,,,2023-09-06 09:00:55,2023-09-06 09:00:55,0.865s,PASSED
"selectOptionByValue(findTestObject(""Spy Add Employee/select_gender""), ""MALE"", false)",Edge Chromium 116,,,2023-09-06 09:00:55,2023-09-06 09:00:56,0.893s,PASSED
"selectOptionByValue(findTestObject(""Spy Add Employee/select_blood""), ""O+"", false)",Edge Chromium 116,,,2023-09-06 09:00:56,2023-09-06 09:00:57,0.855s,PASSED
"setText(findTestObject(""new/input_NID_nid""), ""0987654321"")",Edge Chromium 116,,,2023-09-06 09:00:57,2023-09-06 09:00:58,0.924s,PASSED
"setText(findTestObject(""new/input_Contact Number_contact""), ""089878987656"")",Edge Chromium 116,,,2023-09-06 09:00:58,2023-09-06 09:00:59,0.903s,PASSED
"setText(findTestObject(""new/input_Date Of Birth_dob""), ""10/10/2000"")",Edge Chromium 116,,,2023-09-06 09:00:59,2023-09-06 09:01:00,0.862s,PASSED
"setText(findTestObject(""new/input_Date Of Joining_joindate""), ""20/12/2020"")",Edge Chromium 116,,,2023-09-06 09:01:00,2023-09-06 09:01:01,0.927s,PASSED
"setText(findTestObject(""new/input_Date Of Leaving_leavedate""), ""10/12/2020"")",Edge Chromium 116,,,2023-09-06 09:01:01,2023-09-06 09:01:02,0.957s,PASSED
"setText(findTestObject(""new/input_Username_username""), ""vinniv"")",Edge Chromium 116,,,2023-09-06 09:01:02,2023-09-06 09:01:03,0.940s,PASSED
"setText(findTestObject(""new/input_Email_email""), ""vinnvvin@email.com"")",Edge Chromium 116,,,2023-09-06 09:01:03,2023-09-06 09:01:04,0.931s,PASSED
"uploadFile(findTestObject(""new/input_Image_image_url""), ""C:\Users\ASUS\Downloads\images.jpg"")",Edge Chromium 116,,,2023-09-06 09:01:04,2023-09-06 09:01:04,0.564s,PASSED
"click(findTestObject(""Add Employee/button_save""))",Edge Chromium 116,,,2023-09-06 09:01:04,2023-09-06 09:01:05,0.439s,PASSED
"verifyElementText(findTestObject(""Add Employee/label_field is required""), ""This field is required."")",Edge Chromium 116,,,2023-09-06 09:01:05,2023-09-06 09:01:05,0.552s,PASSED
,,,,,,,
Test Cases/M08 - Employees - List and Add Employees/M08 - Employees - List and Add Employees - 022,Edge Chromium 116,,,2023-09-06 09:01:05,2023-09-06 09:01:33,27.638s,FAILED
"callTestCase(findTestCase(""M08 - Employees - List and Add Employees/M08 - Employees - List and Add Employees - 003""), [:], STOP_ON_FAILURE)",Edge Chromium 116,,,2023-09-06 09:01:05,2023-09-06 09:01:17,12.082s,PASSED
"setText(findTestObject(""Add Employee/input_first_name""), ""Alvin"")",Edge Chromium 116,,,2023-09-06 09:01:17,2023-09-06 09:01:18,0.704s,PASSED
"setText(findTestObject(""Add Employee/input_last_name""), ""Venezuela"")",Edge Chromium 116,,,2023-09-06 09:01:18,2023-09-06 09:01:19,0.788s,PASSED
"setText(findTestObject(""Spy Add Employee/input_Employee Code_eid""), ""12345"")",Edge Chromium 116,,,2023-09-06 09:01:19,2023-09-06 09:01:20,0.970s,PASSED
"selectOptionByValue(findTestObject(""Spy Add Employee/select_department""), ""3"", false)",Edge Chromium 116,,,2023-09-06 09:01:20,2023-09-06 09:01:21,0.946s,PASSED
"selectOptionByValue(findTestObject(""Spy Add Employee/select_designation""), ""5"", false)",Edge Chromium 116,,,2023-09-06 09:01:21,2023-09-06 09:01:22,0.890s,PASSED
"selectOptionByValue(findTestObject(""Spy Add Employee/select_role""), ""EMPLOYEE"", false)",Edge Chromium 116,,,2023-09-06 09:01:22,2023-09-06 09:01:23,0.845s,PASSED
"selectOptionByValue(findTestObject(""Spy Add Employee/select_gender""), ""MALE"", false)",Edge Chromium 116,,,2023-09-06 09:01:23,2023-09-06 09:01:23,0.862s,PASSED
"selectOptionByValue(findTestObject(""Spy Add Employee/select_blood""), ""O+"", false)",Edge Chromium 116,,,2023-09-06 09:01:23,2023-09-06 09:01:24,0.926s,PASSED
"setText(findTestObject(""new/input_NID_nid""), ""123456789011"")",Edge Chromium 116,,,2023-09-06 09:01:24,2023-09-06 09:01:25,0.964s,PASSED
"setText(findTestObject(""new/input_Contact Number_contact""), ""089878987656"")",Edge Chromium 116,,,2023-09-06 09:01:25,2023-09-06 09:01:26,0.980s,PASSED
"setText(findTestObject(""new/input_Date Of Birth_dob""), ""10/10/2000"")",Edge Chromium 116,,,2023-09-06 09:01:26,2023-09-06 09:01:27,0.906s,PASSED
"setText(findTestObject(""new/input_Date Of Joining_joindate""), ""20/12/2020"")",Edge Chromium 116,,,2023-09-06 09:01:27,2023-09-06 09:01:28,0.896s,PASSED
"setText(findTestObject(""new/input_Date Of Leaving_leavedate""), ""10/12/2020"")",Edge Chromium 116,,,2023-09-06 09:01:28,2023-09-06 09:01:29,0.911s,PASSED
"setText(findTestObject(""new/input_Username_username""), ""vinniv"")",Edge Chromium 116,,,2023-09-06 09:01:29,2023-09-06 09:01:30,0.910s,PASSED
"setText(findTestObject(""new/input_Email_email""), ""niv@email.com"")",Edge Chromium 116,,,2023-09-06 09:01:30,2023-09-06 09:01:31,0.871s,PASSED
"uploadFile(findTestObject(""new/input_Image_image_url""), ""C:\Users\ASUS\Downloads\images.jpg"")",Edge Chromium 116,,,2023-09-06 09:01:31,2023-09-06 09:01:31,0.511s,PASSED
"click(findTestObject(""Add Employee/button_save""))",Edge Chromium 116,,,2023-09-06 09:01:31,2023-09-06 09:01:32,0.444s,PASSED
"verifyTextPresent(""Maximum number length is 10"", false)",Edge Chromium 116,,,2023-09-06 09:01:32,2023-09-06 09:01:33,0.953s,FAILED
,,,,,,,
Test Cases/M08 - Employees - List and Add Employees/M08 - Employees - List and Add Employees - 023,Edge Chromium 116,,,2023-09-06 09:01:33,2023-09-06 09:02:00,27.735s,FAILED
"callTestCase(findTestCase(""M08 - Employees - List and Add Employees/M08 - Employees - List and Add Employees - 003""), [:], STOP_ON_FAILURE)",Edge Chromium 116,,,2023-09-06 09:01:33,2023-09-06 09:01:45,12.116s,PASSED
"setText(findTestObject(""Add Employee/input_first_name""), ""Alvin"")",Edge Chromium 116,,,2023-09-06 09:01:45,2023-09-06 09:01:46,0.782s,PASSED
"setText(findTestObject(""Add Employee/input_last_name""), ""Venezuela"")",Edge Chromium 116,,,2023-09-06 09:01:46,2023-09-06 09:01:47,0.761s,PASSED
"setText(findTestObject(""Spy Add Employee/input_Employee Code_eid""), ""12345"")",Edge Chromium 116,,,2023-09-06 09:01:47,2023-09-06 09:01:48,0.911s,PASSED
"selectOptionByValue(findTestObject(""Spy Add Employee/select_department""), ""3"", false)",Edge Chromium 116,,,2023-09-06 09:01:48,2023-09-06 09:01:49,0.929s,PASSED
"selectOptionByValue(findTestObject(""Spy Add Employee/select_designation""), ""5"", false)",Edge Chromium 116,,,2023-09-06 09:01:49,2023-09-06 09:01:49,0.860s,PASSED
"selectOptionByValue(findTestObject(""Spy Add Employee/select_role""), ""EMPLOYEE"", false)",Edge Chromium 116,,,2023-09-06 09:01:49,2023-09-06 09:01:50,0.955s,PASSED
"selectOptionByValue(findTestObject(""Spy Add Employee/select_gender""), ""MALE"", false)",Edge Chromium 116,,,2023-09-06 09:01:50,2023-09-06 09:01:51,0.878s,PASSED
"selectOptionByValue(findTestObject(""Spy Add Employee/select_blood""), ""O+"", false)",Edge Chromium 116,,,2023-09-06 09:01:51,2023-09-06 09:01:52,0.873s,PASSED
"setText(findTestObject(""new/input_NID_nid""), ""123456789011"")",Edge Chromium 116,,,2023-09-06 09:01:52,2023-09-06 09:01:53,0.925s,PASSED
"setText(findTestObject(""new/input_Contact Number_contact""), ""08987898765612344544"")",Edge Chromium 116,,,2023-09-06 09:01:53,2023-09-06 09:01:54,0.944s,PASSED
"setText(findTestObject(""new/input_Date Of Birth_dob""), ""10/10/2000"")",Edge Chromium 116,,,2023-09-06 09:01:54,2023-09-06 09:01:55,0.901s,PASSED
"setText(findTestObject(""new/input_Date Of Joining_joindate""), ""20/12/2020"")",Edge Chromium 116,,,2023-09-06 09:01:55,2023-09-06 09:01:56,0.894s,PASSED
"setText(findTestObject(""new/input_Date Of Leaving_leavedate""), ""10/12/2020"")",Edge Chromium 116,,,2023-09-06 09:01:56,2023-09-06 09:01:57,0.901s,PASSED
"setText(findTestObject(""new/input_Username_username""), ""vinniv"")",Edge Chromium 116,,,2023-09-06 09:01:57,2023-09-06 09:01:58,0.887s,PASSED
"setText(findTestObject(""new/input_Email_email""), ""niv@email.com"")",Edge Chromium 116,,,2023-09-06 09:01:58,2023-09-06 09:01:59,0.961s,PASSED
"uploadFile(findTestObject(""new/input_Image_image_url""), ""C:\Users\ASUS\Downloads\images.jpg"")",Edge Chromium 116,,,2023-09-06 09:01:59,2023-09-06 09:01:59,0.519s,PASSED
"click(findTestObject(""Add Employee/button_save""))",Edge Chromium 116,,,2023-09-06 09:01:59,2023-09-06 09:02:00,0.477s,PASSED
"verifyTextPresent(""Maximum number length is 13"", false)",Edge Chromium 116,,,2023-09-06 09:02:00,2023-09-06 09:02:00,0.970s,FAILED
,,,,,,,
Test Cases/M08 - Employees - List and Add Employees/M08 - Employees - List and Add Employees - 024,Edge Chromium 116,,,2023-09-06 09:02:01,2023-09-06 09:02:29,28.735s,PASSED
"callTestCase(findTestCase(""M08 - Employees - List and Add Employees/M08 - Employees - List and Add Employees - 003""), [:], STOP_ON_FAILURE)",Edge Chromium 116,,,2023-09-06 09:02:01,2023-09-06 09:02:14,13.512s,PASSED
"setText(findTestObject(""Add Employee/input_first_name""), ""Alvin"")",Edge Chromium 116,,,2023-09-06 09:02:14,2023-09-06 09:02:15,0.781s,PASSED
"setText(findTestObject(""Add Employee/input_last_name""), ""Venezuela"")",Edge Chromium 116,,,2023-09-06 09:02:15,2023-09-06 09:02:16,0.811s,PASSED
"setText(findTestObject(""Spy Add Employee/input_Employee Code_eid""), ""12345"")",Edge Chromium 116,,,2023-09-06 09:02:16,2023-09-06 09:02:17,0.947s,PASSED
"selectOptionByValue(findTestObject(""Spy Add Employee/select_department""), ""3"", false)",Edge Chromium 116,,,2023-09-06 09:02:17,2023-09-06 09:02:18,0.939s,PASSED
"selectOptionByValue(findTestObject(""Spy Add Employee/select_designation""), ""5"", false)",Edge Chromium 116,,,2023-09-06 09:02:18,2023-09-06 09:02:19,0.857s,PASSED
"selectOptionByValue(findTestObject(""Spy Add Employee/select_role""), ""EMPLOYEE"", false)",Edge Chromium 116,,,2023-09-06 09:02:19,2023-09-06 09:02:19,0.856s,PASSED
"selectOptionByValue(findTestObject(""Spy Add Employee/select_gender""), ""MALE"", false)",Edge Chromium 116,,,2023-09-06 09:02:19,2023-09-06 09:02:20,0.891s,PASSED
"selectOptionByValue(findTestObject(""Spy Add Employee/select_blood""), ""O+"", false)",Edge Chromium 116,,,2023-09-06 09:02:20,2023-09-06 09:02:21,0.830s,PASSED
"setText(findTestObject(""new/input_NID_nid""), ""123456789011"")",Edge Chromium 116,,,2023-09-06 09:02:21,2023-09-06 09:02:22,0.923s,PASSED
"setText(findTestObject(""new/input_Contact Number_contact""), ""08789845"")",Edge Chromium 116,,,2023-09-06 09:02:22,2023-09-06 09:02:23,0.952s,PASSED
"setText(findTestObject(""new/input_Date Of Birth_dob""), ""10/10/2000"")",Edge Chromium 116,,,2023-09-06 09:02:23,2023-09-06 09:02:24,0.955s,PASSED
"setText(findTestObject(""new/input_Date Of Joining_joindate""), ""20/12/2020"")",Edge Chromium 116,,,2023-09-06 09:02:24,2023-09-06 09:02:25,0.929s,PASSED
"setText(findTestObject(""new/input_Date Of Leaving_leavedate""), ""10/12/2020"")",Edge Chromium 116,,,2023-09-06 09:02:25,2023-09-06 09:02:26,0.932s,PASSED
"setText(findTestObject(""new/input_Username_username""), ""vinniv"")",Edge Chromium 116,,,2023-09-06 09:02:26,2023-09-06 09:02:27,0.878s,PASSED
"setText(findTestObject(""new/input_Email_email""), ""niv@email.com"")",Edge Chromium 116,,,2023-09-06 09:02:27,2023-09-06 09:02:28,0.937s,PASSED
"uploadFile(findTestObject(""new/input_Image_image_url""), ""C:\Users\ASUS\Downloads\images.jpg"")",Edge Chromium 116,,,2023-09-06 09:02:28,2023-09-06 09:02:28,0.527s,PASSED
"click(findTestObject(""Add Employee/button_save""))",Edge Chromium 116,,,2023-09-06 09:02:28,2023-09-06 09:02:29,0.475s,PASSED
"verifyElementText(findTestObject(""label_least 10 characters_contact""), ""Please enter at least 10 characters."")",Edge Chromium 116,,,2023-09-06 09:02:29,2023-09-06 09:02:29,0.529s,PASSED
,,,,,,,
Test Cases/M08 - Employees - List and Add Employees/M08 - Employees - List and Add Employees - 025,Edge Chromium 116,,,2023-09-06 09:02:29,2023-09-06 09:02:56,26.775s,FAILED
"callTestCase(findTestCase(""M08 - Employees - List and Add Employees/M08 - Employees - List and Add Employees - 003""), [:], STOP_ON_FAILURE)",Edge Chromium 116,,,2023-09-06 09:02:29,2023-09-06 09:02:41,11.371s,PASSED
"setText(findTestObject(""Add Employee/input_first_name""), ""Alvin"")",Edge Chromium 116,,,2023-09-06 09:02:41,2023-09-06 09:02:42,0.734s,PASSED
"setText(findTestObject(""Add Employee/input_last_name""), ""Venezuela"")",Edge Chromium 116,,,2023-09-06 09:02:42,2023-09-06 09:02:42,0.814s,PASSED
"setText(findTestObject(""Spy Add Employee/input_Employee Code_eid""), ""12345"")",Edge Chromium 116,,,2023-09-06 09:02:42,2023-09-06 09:02:43,1.069s,PASSED
"selectOptionByValue(findTestObject(""Spy Add Employee/select_department""), ""3"", false)",Edge Chromium 116,,,2023-09-06 09:02:43,2023-09-06 09:02:44,0.851s,PASSED
"selectOptionByValue(findTestObject(""Spy Add Employee/select_designation""), ""5"", false)",Edge Chromium 116,,,2023-09-06 09:02:44,2023-09-06 09:02:45,0.960s,PASSED
"selectOptionByValue(findTestObject(""Spy Add Employee/select_role""), ""EMPLOYEE"", false)",Edge Chromium 116,,,2023-09-06 09:02:45,2023-09-06 09:02:46,0.890s,PASSED
"selectOptionByValue(findTestObject(""Spy Add Employee/select_gender""), ""MALE"", false)",Edge Chromium 116,,,2023-09-06 09:02:46,2023-09-06 09:02:47,0.853s,PASSED
"selectOptionByValue(findTestObject(""Spy Add Employee/select_blood""), ""O+"", false)",Edge Chromium 116,,,2023-09-06 09:02:47,2023-09-06 09:02:48,0.840s,PASSED
"setText(findTestObject(""new/input_NID_nid""), ""123456789011"")",Edge Chromium 116,,,2023-09-06 09:02:48,2023-09-06 09:02:49,0.919s,PASSED
"setText(findTestObject(""new/input_Contact Number_contact""), ""08987898765612344544"")",Edge Chromium 116,,,2023-09-06 09:02:49,2023-09-06 09:02:50,0.890s,PASSED
"setText(findTestObject(""new/input_Date Of Birth_dob""), ""10/10/2000"")",Edge Chromium 116,,,2023-09-06 09:02:50,2023-09-06 09:02:51,0.879s,PASSED
"setText(findTestObject(""new/input_Date Of Joining_joindate""), ""20/12/2020"")",Edge Chromium 116,,,2023-09-06 09:02:51,2023-09-06 09:02:51,0.872s,PASSED
"setText(findTestObject(""new/input_Date Of Leaving_leavedate""), ""10/12/2020"")",Edge Chromium 116,,,2023-09-06 09:02:51,2023-09-06 09:02:52,0.932s,PASSED
"setText(findTestObject(""new/input_Username_username""), ""vinniv"")",Edge Chromium 116,,,2023-09-06 09:02:52,2023-09-06 09:02:53,0.886s,PASSED
"setText(findTestObject(""new/input_Email_email""), ""niv@email.com"")",Edge Chromium 116,,,2023-09-06 09:02:53,2023-09-06 09:02:54,0.915s,PASSED
"uploadFile(findTestObject(""new/input_Image_image_url""), ""C:\Users\ASUS\Downloads\images.jpg"")",Edge Chromium 116,,,2023-09-06 09:02:54,2023-09-06 09:02:55,0.475s,PASSED
"click(findTestObject(""Add Employee/button_save""))",Edge Chromium 116,,,2023-09-06 09:02:55,2023-09-06 09:02:55,0.426s,PASSED
"verifyTextPresent(""Employee code already used"", false)",Edge Chromium 116,,,2023-09-06 09:02:55,2023-09-06 09:02:56,0.946s,FAILED
,,,,,,,
Test Cases/M08 - Employees - List and Add Employees/M08 - Employees - List and Add Employees - 026,Edge Chromium 116,,,2023-09-06 09:02:56,2023-09-06 09:03:54,58.474s,FAILED
"callTestCase(findTestCase(""M08 - Employees - List and Add Employees/M08 - Employees - List and Add Employees - 003""), [:], STOP_ON_FAILURE)",Edge Chromium 116,,,2023-09-06 09:02:56,2023-09-06 09:03:09,12.808s,PASSED
"setText(findTestObject(""Add Employee/input_first_name""), ""Alvin"")",Edge Chromium 116,,,2023-09-06 09:03:09,2023-09-06 09:03:10,0.767s,PASSED
"setText(findTestObject(""Add Employee/input_last_name""), ""Venezuela"")",Edge Chromium 116,,,2023-09-06 09:03:10,2023-09-06 09:03:11,0.789s,PASSED
"setText(findTestObject(""Spy Add Employee/input_Employee Code_eid""), ""12345"")",Edge Chromium 116,,,2023-09-06 09:03:11,2023-09-06 09:03:12,0.913s,PASSED
"selectOptionByValue(findTestObject(""Spy Add Employee/select_department""), ""3"", false)",Edge Chromium 116,,,2023-09-06 09:03:12,2023-09-06 09:03:13,0.926s,PASSED
"selectOptionByValue(findTestObject(""Spy Add Employee/select_designation""), ""5"", false)",Edge Chromium 116,,,2023-09-06 09:03:13,2023-09-06 09:03:13,0.903s,PASSED
"selectOptionByValue(findTestObject(""Spy Add Employee/select_role""), ""EMPLOYEE"", false)",Edge Chromium 116,,,2023-09-06 09:03:13,2023-09-06 09:03:14,0.856s,PASSED
"selectOptionByValue(findTestObject(""Spy Add Employee/select_gender""), ""MALE"", false)",Edge Chromium 116,,,2023-09-06 09:03:14,2023-09-06 09:03:15,0.833s,PASSED
"selectOptionByValue(findTestObject(""Spy Add Employee/select_blood""), ""O+"", false)",Edge Chromium 116,,,2023-09-06 09:03:15,2023-09-06 09:03:16,0.836s,PASSED
"setText(findTestObject(""new/input_NID_nid""), ""123456789011"")",Edge Chromium 116,,,2023-09-06 09:03:16,2023-09-06 09:03:17,0.865s,PASSED
"setText(findTestObject(""new/input_Contact Number_contact""), ""08987898765612344544"")",Edge Chromium 116,,,2023-09-06 09:03:17,2023-09-06 09:03:18,0.937s,PASSED
"setText(findTestObject(""new/input_Date Of Birth_dob""), ""10/10/2000"")",Edge Chromium 116,,,2023-09-06 09:03:18,2023-09-06 09:03:19,0.846s,PASSED
"setText(findTestObject(""new/input_Date Of Joining_joindate""), ""20/12/2020"")",Edge Chromium 116,,,2023-09-06 09:03:19,2023-09-06 09:03:19,0.890s,PASSED
"setText(findTestObject(""new/input_Date Of Leaving_leavedate""), ""10/12/2020"")",Edge Chromium 116,,,2023-09-06 09:03:19,2023-09-06 09:03:20,0.802s,PASSED
"setText(findTestObject(""new/input_Username_username""), ""vinniv"")",Edge Chromium 116,,,2023-09-06 09:03:20,2023-09-06 09:03:21,0.859s,PASSED
"setText(findTestObject(""new/input_Email_email""), ""niv@email.com"")",Edge Chromium 116,,,2023-09-06 09:03:21,2023-09-06 09:03:22,0.892s,PASSED
"uploadFile(findTestObject(""new/input_Image_image_url""), ""C:\Users\ASUS\Downloads\images.jpg"")",Edge Chromium 116,,,2023-09-06 09:03:22,2023-09-06 09:03:23,0.523s,PASSED
"click(findTestObject(""Add Employee/button_save""))",Edge Chromium 116,,,2023-09-06 09:03:23,2023-09-06 09:03:23,0.398s,PASSED
"verifyElementText(findTestObject(""Add Employee/alert_email""), ""Email"")",Edge Chromium 116,,,2023-09-06 09:03:23,2023-09-06 09:03:54,31.525s,FAILED
,,,,,,,
Test Cases/M08 - Employees - List and Add Employees/M08 - Employees - List and Add Employees - 027,Edge Chromium 116,,,2023-09-06 09:03:54,2023-09-06 09:04:22,27.040s,FAILED
"callTestCase(findTestCase(""M08 - Employees - List and Add Employees/M08 - Employees - List and Add Employees - 003""), [:], STOP_ON_FAILURE)",Edge Chromium 116,,,2023-09-06 09:03:55,2023-09-06 09:04:06,11.657s,PASSED
"setText(findTestObject(""Add Employee/input_first_name""), ""Alvin"")",Edge Chromium 116,,,2023-09-06 09:04:06,2023-09-06 09:04:07,0.751s,PASSED
"setText(findTestObject(""Add Employee/input_last_name""), ""Venezuela"")",Edge Chromium 116,,,2023-09-06 09:04:07,2023-09-06 09:04:08,0.787s,PASSED
"setText(findTestObject(""Spy Add Employee/input_Employee Code_eid""), ""12345"")",Edge Chromium 116,,,2023-09-06 09:04:08,2023-09-06 09:04:09,0.925s,PASSED
"selectOptionByValue(findTestObject(""Spy Add Employee/select_department""), ""3"", false)",Edge Chromium 116,,,2023-09-06 09:04:09,2023-09-06 09:04:10,0.847s,PASSED
"selectOptionByValue(findTestObject(""Spy Add Employee/select_designation""), ""5"", false)",Edge Chromium 116,,,2023-09-06 09:04:10,2023-09-06 09:04:11,0.849s,PASSED
"selectOptionByValue(findTestObject(""Spy Add Employee/select_role""), ""EMPLOYEE"", false)",Edge Chromium 116,,,2023-09-06 09:04:11,2023-09-06 09:04:11,0.847s,PASSED
"selectOptionByValue(findTestObject(""Spy Add Employee/select_gender""), ""MALE"", false)",Edge Chromium 116,,,2023-09-06 09:04:11,2023-09-06 09:04:12,0.841s,PASSED
"selectOptionByValue(findTestObject(""Spy Add Employee/select_blood""), ""O+"", false)",Edge Chromium 116,,,2023-09-06 09:04:12,2023-09-06 09:04:13,0.975s,PASSED
"setText(findTestObject(""new/input_NID_nid""), ""123456789011"")",Edge Chromium 116,,,2023-09-06 09:04:13,2023-09-06 09:04:14,0.914s,PASSED
"setText(findTestObject(""new/input_Contact Number_contact""), ""08987898765612344544"")",Edge Chromium 116,,,2023-09-06 09:04:14,2023-09-06 09:04:15,0.988s,PASSED
"setText(findTestObject(""new/input_Date Of Birth_dob""), ""10/10/2000"")",Edge Chromium 116,,,2023-09-06 09:04:15,2023-09-06 09:04:16,0.883s,PASSED
"setText(findTestObject(""new/input_Date Of Joining_joindate""), ""20/12/2020"")",Edge Chromium 116,,,2023-09-06 09:04:16,2023-09-06 09:04:17,0.827s,PASSED
"setText(findTestObject(""new/input_Date Of Leaving_leavedate""), ""10/12/2020"")",Edge Chromium 116,,,2023-09-06 09:04:17,2023-09-06 09:04:18,0.861s,PASSED
"setText(findTestObject(""new/input_Username_username""), ""vinniv"")",Edge Chromium 116,,,2023-09-06 09:04:18,2023-09-06 09:04:19,0.877s,PASSED
"setText(findTestObject(""new/input_Email_email""), ""niv@email.com"")",Edge Chromium 116,,,2023-09-06 09:04:19,2023-09-06 09:04:20,0.909s,PASSED
"uploadFile(findTestObject(""new/input_Image_image_url""), ""C:\Users\ASUS\Downloads\images.jpg"")",Edge Chromium 116,,,2023-09-06 09:04:20,2023-09-06 09:04:20,0.556s,PASSED
"click(findTestObject(""Add Employee/button_save""))",Edge Chromium 116,,,2023-09-06 09:04:20,2023-09-06 09:04:21,0.446s,PASSED
"verifyTextPresent(""Contact number already used"", false)",Edge Chromium 116,,,2023-09-06 09:04:21,2023-09-06 09:04:22,0.992s,FAILED
